label,concentration,asymmetry,smoothness,gini,m20
elliptical,1.1166117755683294,0.8362266,0.576351,0.7107903,-0.7381381604748437
elliptical,1.1077523766968853,0.82618743,0.5784048,0.7107396,-0.7171931623421597
elliptical,1.0705267715022322,0.82910377,0.5786953,0.70410895,-0.7195648443543545
elliptical,1.1611185553464205,0.81863606,0.57828254,0.70698345,-0.6897353178953644
elliptical,1.1478706142017012,0.83576196,0.56969005,0.70894516,-0.745558900580911
elliptical,1.125863865154271,0.832784,0.573178,0.70650864,-0.7087289717107857
elliptical,1.0797221308737859,0.8268704,0.57988375,0.69874185,-0.6839568337676134
elliptical,1.0779591234074302,0.81814045,0.56698394,0.70462847,-0.6816990349577398
elliptical,1.2334349391414747,0.8129658,0.56954443,0.7026675,-0.7809540531687195
elliptical,1.1238027548765217,0.8246198,0.5834294,0.706143,-0.7187284710641864
elliptical,1.063535039142203,0.8066323,0.565655,0.6976916,-0.6908181278172588
elliptical,1.1324026492553287,0.8036425,0.57940376,0.7067286,-0.7713996614974002
elliptical,1.145029709045065,0.8264318,0.58519435,0.7060296,-0.7656320095148059
elliptical,1.1516763330397326,0.82333183,0.57046306,0.70657486,-0.7777082774136319
elliptical,1.0460768215391343,0.82534856,0.5805611,0.71016216,-0.7627295718951526
elliptical,1.058893257552767,0.8229354,0.5835057,0.7030418,-0.7321577911738728
elliptical,1.0781390569430789,0.79959035,0.5716977,0.70951915,-0.6920028874407043
elliptical,1.1456952229734194,0.8039249,0.5675166,0.69987357,-0.7123998102808006
elliptical,1.0595659932842079,0.80985045,0.57459015,0.71305823,-0.6998151964509683
elliptical,1.0601212515922984,0.8300545,0.58113825,0.70173264,-0.7452710631339595
elliptical,1.13754069165169,0.8117998,0.5685974,0.70625937,-0.7263423084960454
elliptical,1.1325309886310688,0.8156321,0.57527953,0.72709703,-0.7142004494464383
elliptical,1.103703334046018,0.83417445,0.5805949,0.70804137,-0.7129023356426547
elliptical,1.2258401961952063,0.8425324,0.5822373,0.7106614,-0.7914116399752854
elliptical,1.1204439768176864,0.83262044,0.57368314,0.7076262,-0.714455710982133
elliptical,1.0558534029263407,0.8122844,0.5676521,0.7090043,-0.7234278121030395
elliptical,1.1760230535701233,0.8229368,0.57011825,0.717556,-0.7237426870174081
elliptical,1.0948582603254287,0.81123644,0.5720271,0.7060218,-0.7127913570855149
elliptical,1.1364156277915718,0.8263796,0.5844636,0.7006731,-0.7335116278553083
elliptical,1.0872404998339507,0.8136079,0.5730682,0.70414275,-0.7519363029835444
elliptical,1.1851241187405832,0.8210393,0.5728084,0.70801747,-0.7746929088761505
elliptical,1.1895649249310896,0.8072869,0.57719857,0.70075595,-0.794686287251909
elliptical,1.1789102580470046,0.8162037,0.5777464,0.7162993,-0.734839516027483
elliptical,1.187211738734439,0.8168924,0.5686704,0.70844805,-0.730586334974744
elliptical,1.1204823618352477,0.82253647,0.5799985,0.71736205,-0.7102931634653663
elliptical,1.1253608448656047,0.78563756,0.56475025,0.71435773,-0.7135844810036029
elliptical,1.1411611690767867,0.8230683,0.5730151,0.697991,-0.7248692568443529
elliptical,1.078570968652441,0.8036759,0.58061856,0.71352446,-0.7175305682883767
elliptical,1.139738873706046,0.80821157,0.5763097,0.70731914,-0.7150231666379526
elliptical,1.1360320899237002,0.82411265,0.57980704,0.6947794,-0.7356165499936747
elliptical,1.179322610583742,0.81479436,0.57354355,0.71955884,-0.7321577663130542
elliptical,1.2248653215560594,0.8168824,0.5760027,0.7099373,-0.741419855371722
elliptical,1.0417508465495797,0.8636058,0.5889352,0.7241354,-0.6793734116408795
elliptical,1.170902080699538,0.8439509,0.58168113,0.7046877,-0.7669558330028864
elliptical,1.2003870256683848,0.82134646,0.5734066,0.704499,-0.7749546214082567
elliptical,1.10959779808509,0.83106714,0.5861496,0.70635235,-0.6932389026801065
elliptical,1.088893994300885,0.8158683,0.5718153,0.6998215,-0.7274005136209596
elliptical,1.0986360469990177,0.8121385,0.5688619,0.706185,-0.7192173783836484
elliptical,1.140507899241818,0.8120252,0.57760847,0.71111816,-0.736560228752995
elliptical,1.2260761346932636,0.81214195,0.56423455,0.69878316,-0.7633205259367869
elliptical,1.118801647761323,0.8043008,0.57293785,0.69743943,-0.7506771985370722
elliptical,1.1848397302263665,0.82320076,0.5784871,0.69776267,-0.7699258268565617
elliptical,1.0931725188069996,0.8136145,0.57636684,0.70908487,-0.7303924131568549
elliptical,1.1335517327093554,0.8150868,0.56941485,0.71024764,-0.7181449387836888
elliptical,1.1021310569327873,0.8089644,0.5786171,0.71015334,-0.6805655813421907
elliptical,1.14900943820259,0.8150285,0.57567436,0.71408606,-0.7415281116577039
elliptical,1.1292135387354443,0.84215873,0.58689225,0.7093771,-0.7446250756289717
elliptical,1.1949584266681494,0.79971546,0.56371564,0.704025,-0.7611696903478125
elliptical,1.0724823749971544,0.8080622,0.57590336,0.70841956,-0.7219596495788154
elliptical,1.0848990544655173,0.8278333,0.5771602,0.69594777,-0.698173748499347
elliptical,1.1267364257373285,0.81693435,0.5677715,0.6952977,-0.7106105221241201
elliptical,1.102831469634517,0.81910026,0.58132225,0.7027029,-0.7210118603265316
elliptical,1.1325251605717146,0.82818663,0.5654496,0.7041403,-0.755862375152661
elliptical,1.0629538660487106,0.8056091,0.57377267,0.71180373,-0.7391705673558651
elliptical,1.1405100816457316,0.7990673,0.5683963,0.700791,-0.6878482253904367
elliptical,1.1849314665626582,0.81411415,0.58140254,0.7071552,-0.7658303189085146
elliptical,1.1769286859793369,0.8518046,0.58572215,0.70489764,-0.7226896859846107
elliptical,1.1286065832915446,0.8099824,0.5757665,0.70184207,-0.7536144828099268
elliptical,1.1046974415646467,0.8194293,0.57649934,0.6973329,-0.7065937543998178
elliptical,1.101501190245417,0.80564046,0.5562597,0.69967514,-0.7147704971474068
elliptical,1.2123591020737738,0.8269199,0.57633215,0.7138289,-0.7737635111210001
elliptical,1.110591595493195,0.83265746,0.579666,0.70806986,-0.72437975915842
elliptical,1.1280063087617869,0.82236475,0.5746541,0.7066889,-0.7027731321291908
elliptical,1.0161794208669794,0.83654356,0.5891213,0.7172251,-0.7142931921212174
elliptical,1.040818328544604,0.82225156,0.5701661,0.70055926,-0.6993296728692229
elliptical,1.14145237944793,0.8188653,0.58234024,0.7047877,-0.7017449479783856
elliptical,1.0506335152164896,0.8043622,0.5620076,0.7008631,-0.7017973356005438
elliptical,1.0495189783938075,0.8203626,0.5694943,0.7075553,-0.7037678476368991
elliptical,1.116405361429759,0.8247926,0.5722281,0.6991917,-0.7329863495301105
elliptical,1.1606151037436983,0.8629893,0.58959436,0.7044536,-0.7473938056230336
elliptical,1.1274827352938037,0.83578956,0.5796744,0.7085545,-0.7285083199347614
elliptical,1.1011677430592817,0.80653983,0.5616631,0.70386064,-0.7562984354112916
elliptical,1.1226774545500948,0.8209425,0.57608604,0.69888973,-0.7370595420925034
elliptical,1.110815950715605,0.8323677,0.5830234,0.7046814,-0.7488512800180626
elliptical,1.1297706417872353,0.8254968,0.5727826,0.7058257,-0.7612670858742251
elliptical,1.2353801046222195,0.8205532,0.5767818,0.70325065,-0.7890828162285892
elliptical,1.186694384829675,0.8227297,0.5767061,0.7022067,-0.7166621397590144
elliptical,1.2317368318735062,0.8363058,0.58033323,0.7107303,-0.7582197138788552
elliptical,1.1111522947566335,0.83449584,0.5784451,0.71428937,-0.7531398432131988
elliptical,1.1274016945914935,0.8118761,0.56217325,0.70675147,-0.7349517539314786
elliptical,1.1043879169621897,0.8082514,0.5611148,0.7035249,-0.737226359414582
elliptical,1.239449695354302,0.81211823,0.57313216,0.7113613,-0.7788804237631076
elliptical,1.1108348647532698,0.80640066,0.567118,0.69809455,-0.7328005318623568
elliptical,1.095570541828653,0.83487433,0.5773385,0.70710766,-0.7048214605871524
elliptical,1.1097101953628232,0.82321244,0.5727903,0.6998204,-0.7310533013014905
elliptical,1.091083803103072,0.8109874,0.5766313,0.70861655,-0.6878390245895041
elliptical,1.0853057058608169,0.83127564,0.5814801,0.70599675,-0.6920274713872505
elliptical,1.047382361545916,0.8234394,0.5673177,0.70672774,-0.6851100385231306
elliptical,1.127765880501555,0.83676654,0.5721165,0.70737886,-0.7074360181238997
elliptical,1.144397963941099,0.81841636,0.57721573,0.6973134,-0.7174781046448083
elliptical,1.1538239086108828,0.8311052,0.58647513,0.70441025,-0.7075794425825428
elliptical,1.1504719412176192,0.8234824,0.575455,0.7079741,-0.7223385568426334
elliptical,1.126628193520955,0.81718504,0.5701232,0.70549744,-0.744530928362568
elliptical,1.1370157468317001,0.8246495,0.5699824,0.708895,-0.7096495053086596
elliptical,1.122935375360272,0.8206795,0.5689903,0.7111825,-0.7195798935549894
elliptical,1.0914370898902543,0.816793,0.5706806,0.7054647,-0.7198715726574412
elliptical,1.1390999601545457,0.8029926,0.57631344,0.713655,-0.7052141795124686
elliptical,1.1152484283536446,0.83500046,0.5874738,0.7113861,-0.7223760740815216
elliptical,1.091545746445069,0.80136603,0.5761291,0.7031959,-0.7064435047795439
elliptical,1.145700980719213,0.8358866,0.5788636,0.7030071,-0.7620680584854083
elliptical,1.2397690241508066,0.80397606,0.5670558,0.70302904,-0.7816351155343894
elliptical,1.1554225627466828,0.8013418,0.5639167,0.69686776,-0.7464714697453433
elliptical,1.1743463020184706,0.83794695,0.5784225,0.70263886,-0.7591417104810787
elliptical,1.1292974664432653,0.8188725,0.58243483,0.6989745,-0.7442571207054399
elliptical,1.1679055011447832,0.80949384,0.5625262,0.704968,-0.6981856474144307
elliptical,1.1081937163452853,0.80717057,0.5733954,0.70515376,-0.7736104100196116
elliptical,1.1270931154235213,0.8143052,0.5661037,0.69993556,-0.7409133048523636
elliptical,1.189196951613856,0.82156956,0.56830883,0.7035834,-0.7598538331475954
elliptical,1.0809908357393168,0.8301972,0.57461596,0.7056119,-0.7234660408602698
elliptical,1.0650216826385623,0.8051712,0.5731401,0.702747,-0.7574089915833216
elliptical,1.0681462597259859,0.79367846,0.5664314,0.70667106,-0.7246644826682224
elliptical,1.1053547992855197,0.84687144,0.57584774,0.7041377,-0.7346198915540605
elliptical,1.1097519486010665,0.8196047,0.574097,0.70986414,-0.6786548106669686
elliptical,1.1407121352172664,0.80545014,0.5633288,0.702826,-0.7162559648741533
elliptical,1.1147955038546016,0.80725706,0.57389265,0.7083911,-0.676508857301668
elliptical,1.075031380497188,0.80266047,0.5722368,0.7061639,-0.726438270157237
elliptical,1.0976283752631997,0.80324113,0.5604537,0.701232,-0.6946755605112936
elliptical,1.1187278350457226,0.8035125,0.5647119,0.69966066,-0.7295820775128052
elliptical,1.1393672862077882,0.8146676,0.5723947,0.7181343,-0.7587231840262906
elliptical,1.0605179961725013,0.8057801,0.56761074,0.70008653,-0.6996362879144126
elliptical,1.1047744937027584,0.8182471,0.5754179,0.7127546,-0.7243813414570881
elliptical,1.1108527583840913,0.80380523,0.5622597,0.6952526,-0.7256783856377382
elliptical,1.1150174142657623,0.8226614,0.57500833,0.69602513,-0.7316133269108602
elliptical,1.1676010409708344,0.8051252,0.58259815,0.70982754,-0.704792828758123
elliptical,1.119616690892319,0.8156353,0.5771501,0.7000217,-0.7311585013711379
elliptical,1.0954280669817682,0.83969235,0.579776,0.71359235,-0.6920391849091925
elliptical,1.0992139578181965,0.8283242,0.5698859,0.6992214,-0.7324685359574592
elliptical,1.1347988927436852,0.82108146,0.5633565,0.69898593,-0.7287290404982116
elliptical,1.0687150708196822,0.8407481,0.5689443,0.70697033,-0.7091469693117083
elliptical,1.0427639440502054,0.81752163,0.57056653,0.7010193,-0.7138513093184737
elliptical,1.1472260391427864,0.84293133,0.5819629,0.70027626,-0.7371523831691164
elliptical,1.0495933763895124,0.8205632,0.5770935,0.70876133,-0.7128185798174229
elliptical,1.0988497748226798,0.82342505,0.5737854,0.70874393,-0.7077833094859622
elliptical,1.0854638201708753,0.8394983,0.5818013,0.71179926,-0.7173676763756113
elliptical,1.1794644739344777,0.82482004,0.5804105,0.70681965,-0.7374937232010539
elliptical,1.0716819221667697,0.8194035,0.58298546,0.700234,-0.7322555058966627
elliptical,1.1745549233024641,0.8229519,0.5720608,0.7008761,-0.7281379869875496
elliptical,1.1422237886127826,0.8097283,0.56375974,0.7158398,-0.7238677878511691
elliptical,1.1768895563792607,0.808186,0.57670146,0.70983875,-0.7265831153132528
elliptical,1.14686016810035,0.81733435,0.5675906,0.70417875,-0.7361407986769507
elliptical,1.130703026625954,0.81716573,0.5731716,0.7090503,-0.6981157197355737
elliptical,1.132785461542808,0.81915265,0.5741922,0.7050612,-0.6936038969032742
elliptical,1.174559671447882,0.8286493,0.58837605,0.69996774,-0.7622770524747553
elliptical,1.1225790967979927,0.8155408,0.5805403,0.7153746,-0.7050561779007731
elliptical,1.172493331229649,0.80800706,0.57878244,0.6981778,-0.7326015196443219
elliptical,1.1570629047912713,0.80734193,0.561349,0.7079041,-0.7350220983704508
elliptical,1.0956263237322668,0.8129722,0.576918,0.70678866,-0.7392199544025375
elliptical,1.2150841113025892,0.82437634,0.57782555,0.7069123,-0.7479426040754504
elliptical,1.1839150879259683,0.82029504,0.57830286,0.71217346,-0.7387198453573386
elliptical,1.2212808319379878,0.8317112,0.57300264,0.7072266,-0.7567962499872269
elliptical,1.143429532284912,0.8554642,0.5874695,0.7190478,-0.6941743166890341
elliptical,1.1402190775850327,0.82654923,0.57693475,0.70654905,-0.7238228960805976
elliptical,1.140486359588379,0.80853766,0.5756916,0.7083818,-0.7063877053321739
elliptical,1.159775436859702,0.8232545,0.58249956,0.6967273,-0.7070388334615857
elliptical,1.1653969180531818,0.81617504,0.58055186,0.711403,-0.7530173559204387
elliptical,1.077655465508097,0.807623,0.5706243,0.7024083,-0.7596405910328076
elliptical,1.1214956621086054,0.84751207,0.5831748,0.7100687,-0.7001437757070924
elliptical,1.1150336973848372,0.80882275,0.5767151,0.70223373,-0.7657163403789676
elliptical,1.0985826856901932,0.82340705,0.5769,0.71460605,-0.7426251642690262
elliptical,1.1947705680157485,0.8432796,0.5809007,0.7109751,-0.750965690056454
elliptical,1.0862089012914016,0.8340883,0.5797654,0.7163464,-0.7031839445054275
elliptical,1.1338227996154067,0.8124699,0.5696346,0.7071593,-0.7101610243779448
elliptical,1.0808315404124444,0.83091867,0.57463455,0.70685214,-0.6935960757275976
elliptical,1.1223897742335744,0.84359443,0.5837451,0.69715554,-0.7694314017310446
elliptical,1.0667094976880158,0.81588185,0.5781149,0.71595293,-0.7252284466193685
elliptical,1.1038522045464318,0.78683543,0.57042086,0.7080114,-0.7286935118370844
elliptical,1.128754893390404,0.8206607,0.58046395,0.7004831,-0.7747985196341074
elliptical,1.0810007808323059,0.80306405,0.5774025,0.70711946,-0.7186722363584366
elliptical,1.1207224027578429,0.8067624,0.57028884,0.7055791,-0.7451837551234146
elliptical,1.0516604235351947,0.8001872,0.57103306,0.6982719,-0.6806971702480166
elliptical,1.1080165064236867,0.8115306,0.57717144,0.7132684,-0.7321387865549722
elliptical,1.1389320318911702,0.8122921,0.5745559,0.7006519,-0.7448812536835332
elliptical,1.1158747653328647,0.82860523,0.581297,0.7064958,-0.7509646985603444
elliptical,1.1434532284947339,0.8352333,0.57937264,0.70710075,-0.7575803067169203
elliptical,1.085042243710872,0.8381705,0.5751285,0.7056583,-0.7473055927791705
elliptical,1.1228876718474354,0.8334263,0.5742846,0.6993586,-0.7350282352968133
elliptical,1.1363106493901898,0.8253734,0.57172,0.7035794,-0.7317982016983807
elliptical,1.1162380806413705,0.8045346,0.5649652,0.70324266,-0.7409182343243513
elliptical,1.1222001023867476,0.82682246,0.5755956,0.70954764,-0.6857733059410137
elliptical,1.153526929282492,0.8093874,0.56578535,0.7055258,-0.7621953777986128
elliptical,1.105130937423181,0.7972917,0.5710246,0.6928656,-0.7139179893226316
elliptical,1.104728942503315,0.8143136,0.58014107,0.70998305,-0.6878620028395731
elliptical,1.0974596147756606,0.8445544,0.5814019,0.70323825,-0.7261841929841623
elliptical,1.0534637477334956,0.81380326,0.56589645,0.7111542,-0.6866837732510592
elliptical,1.1448131451121848,0.83145446,0.5847651,0.69714653,-0.7392846277432233
elliptical,1.1118753452494983,0.8133988,0.57133186,0.7031543,-0.7341702962754735
elliptical,1.1906687314682083,0.8295944,0.5798967,0.69814545,-0.7578518021237077
elliptical,1.2244008052990465,0.8065048,0.5737602,0.7055726,-0.7079956225988518
elliptical,1.220932781676585,0.8167645,0.5806619,0.70217526,-0.7607938045252803
elliptical,1.11132159443097,0.7974641,0.5703558,0.7032032,-0.7215028541898646
elliptical,1.1869875647189783,0.83355176,0.5790787,0.6979724,-0.7167330497713965
elliptical,1.1332744052175798,0.8105519,0.5759535,0.7076496,-0.7102559511641771
elliptical,1.136423865302068,0.81898487,0.5846945,0.7038412,-0.7008080152418107
elliptical,1.1465718641147875,0.8341742,0.58318305,0.7103138,-0.6913207366828308
elliptical,1.0856291652595407,0.832356,0.5735127,0.70212376,-0.7151092930006249
elliptical,1.1654398427459034,0.84040594,0.5825034,0.705756,-0.7266544213336721
elliptical,1.1426207641523742,0.8110022,0.56822884,0.70230293,-0.7559202708541566
elliptical,1.1557026240843071,0.80533624,0.570616,0.6987559,-0.6969265212718218
elliptical,1.1527955271565316,0.8450034,0.59323263,0.71154183,-0.7968128156455152
elliptical,1.146262653007092,0.79791975,0.5543297,0.70277584,-0.7550237776159963
elliptical,1.130507498796593,0.80602854,0.57465297,0.6943359,-0.737678331214884
elliptical,1.0853486513746207,0.83768564,0.5887026,0.69786876,-0.7253688644816048
elliptical,1.1145493041099295,0.8135328,0.5717355,0.699377,-0.7142071310944587
elliptical,1.1242372017677784,0.79457104,0.5622356,0.70437944,-0.6711026302206845
elliptical,1.0786866925169798,0.82334673,0.57060033,0.707939,-0.7222005498173724
elliptical,1.112609146086632,0.8205873,0.5782115,0.70546556,-0.7449389225370716
elliptical,1.087015753550079,0.8319558,0.5789209,0.7080247,-0.6957664092599836
elliptical,1.2122556794285442,0.8328428,0.5851632,0.70180917,-0.7651319875242266
elliptical,1.1534032352596277,0.8055062,0.5704252,0.6992401,-0.7597103519647231
elliptical,1.1313967370683935,0.8220934,0.58307123,0.7132455,-0.6973900853642419
elliptical,1.2088430327174962,0.82089716,0.56936175,0.7089299,-0.8394856658309567
elliptical,1.1095835739121145,0.83248204,0.5904351,0.702946,-0.7386756168984464
elliptical,1.1608788982124831,0.8378396,0.5793701,0.7029574,-0.745728864000814
elliptical,1.0952097286386007,0.8434318,0.5804162,0.704402,-0.7192074482913341
elliptical,1.07508029384398,0.79993117,0.5665939,0.6987319,-0.6737437049504869
elliptical,1.1781340861372056,0.8161562,0.5769729,0.70923305,-0.7479184737077784
elliptical,1.1487658282851256,0.82352614,0.5770116,0.705387,-0.7753255859985089
elliptical,1.1846130497227554,0.8413251,0.58365154,0.71244836,-0.7405152219047004
elliptical,1.0475030484071979,0.8326029,0.58506215,0.7091696,-0.7552195186874329
elliptical,1.0969119982947775,0.8429431,0.57304597,0.7008674,-0.6905294228143212
elliptical,1.0874905091147864,0.82513446,0.56810975,0.71711457,-0.707618977389483
elliptical,1.0945272410329279,0.7959685,0.56713504,0.69331974,-0.687555588838845
elliptical,1.1460160040590344,0.8199213,0.5778821,0.7046827,-0.7746215624795957
elliptical,1.082455013020057,0.8232126,0.5823444,0.70878315,-0.7066499852073443
elliptical,1.1472950067431138,0.831557,0.5840096,0.71030444,-0.723397206623682
elliptical,1.1430961511311597,0.8062792,0.56624115,0.69407976,-0.7036212293132674
elliptical,1.117877312183557,0.7859804,0.5572151,0.69557875,-0.7209618430140401
elliptical,1.1219770313417747,0.8286529,0.58571285,0.70006394,-0.7068980855314376
elliptical,1.1061652932505752,0.8286676,0.58166665,0.699735,-0.7562038713618175
elliptical,1.1624697076755595,0.8117833,0.57190317,0.7105305,-0.7241782725966142
elliptical,1.109113646556099,0.8572498,0.5915398,0.70497966,-0.7254773573890886
elliptical,1.2237614448520882,0.82495785,0.57279974,0.7142421,-0.7694415336825418
elliptical,1.1469448274029255,0.8062329,0.5709391,0.6927561,-0.7039673489977549
elliptical,1.116771641383008,0.8203343,0.5708475,0.69243884,-0.7250905322757044
elliptical,1.2233759226367047,0.81589824,0.57433206,0.70946395,-0.7418340493936021
elliptical,1.0992683740181406,0.80369395,0.57346207,0.70029867,-0.692835081621867
elliptical,1.0775159256550706,0.81248707,0.5696516,0.7014264,-0.723597128554001
elliptical,1.0455344260467205,0.8291341,0.5813587,0.709314,-0.7373434703847093
elliptical,1.1146598359127682,0.8130262,0.57405335,0.70563924,-0.7364076386638988
elliptical,1.1323291013591115,0.83617854,0.5757414,0.70492375,-0.7630917054131471
elliptical,1.1475649473758942,0.8076247,0.57209665,0.7000717,-0.7631841731032208
elliptical,1.135610082535636,0.82200325,0.5795939,0.7063985,-0.6964145301994623
elliptical,1.1351935558619766,0.8392711,0.5768673,0.71217704,-0.7600221098124353
elliptical,1.0924652338919123,0.8329684,0.5837545,0.6961262,-0.7271001900780107
elliptical,1.128751462288053,0.80319697,0.57559025,0.7052368,-0.6798392671287755
elliptical,1.1009859599369471,0.8156708,0.5708247,0.709808,-0.721325725426187
elliptical,1.1330357777909847,0.8077378,0.57959825,0.69979453,-0.7664344863315843
elliptical,1.119568137293836,0.83780766,0.5773878,0.7089695,-0.7181826613661498
elliptical,1.0922720939710977,0.7815361,0.5580728,0.70072174,-0.7095408816240603
elliptical,1.0441494999272836,0.8168831,0.5753171,0.705938,-0.6955959159967449
elliptical,1.2392122895941207,0.82646346,0.5759735,0.7071204,-0.7671429053696601
elliptical,1.2226995025965313,0.818784,0.575998,0.706409,-0.7251331932867918
elliptical,1.0613256502048265,0.8233291,0.57827634,0.69565773,-0.6941177499897314
elliptical,1.151080727227522,0.8158946,0.57557243,0.7035464,-0.7251479406877546
elliptical,1.1695811151999538,0.8324951,0.57886994,0.7116803,-0.7571730400018046
elliptical,1.1269224917132905,0.8327276,0.57582057,0.7004975,-0.7030009500326247
elliptical,1.0586365460665372,0.8243704,0.58306116,0.70138896,-0.7156897744441512
elliptical,1.16265534965831,0.8345302,0.5819863,0.7111943,-0.713825442179535
elliptical,1.061423640844667,0.84532005,0.580704,0.70866394,-0.7294859770064134
elliptical,1.1074292981926477,0.83212185,0.5800945,0.69817173,-0.7119357131888582
elliptical,1.1596925048707356,0.83345854,0.5761324,0.7111035,-0.7208105645489106
elliptical,1.1227710389522196,0.8034633,0.57142967,0.7045965,-0.7535972845837762
elliptical,1.1310932113307681,0.816151,0.56982917,0.70636094,-0.77677822105603
elliptical,1.0244467465542575,0.8121919,0.5754844,0.7113433,-0.7536042382510025
elliptical,1.191283740578824,0.7921532,0.57292724,0.69933814,-0.7545896970069478
elliptical,1.1187200350649729,0.8284982,0.57728195,0.7037304,-0.7300784127219955
elliptical,1.0937602617523043,0.8280723,0.5714454,0.7135756,-0.7359091433331473
elliptical,1.1110147881263668,0.82802963,0.58570254,0.70149803,-0.7414562162955288
elliptical,1.1117744490807442,0.8005212,0.5743712,0.7034282,-0.6909707644974215
elliptical,1.1510427584887464,0.8161507,0.5754424,0.7030443,-0.7641863694285532
elliptical,1.1635809821564038,0.79799485,0.56031877,0.7000234,-0.6955392669403834
elliptical,1.0944370144128612,0.8277435,0.5779879,0.6948669,-0.7233726739095974
elliptical,1.0955782338569944,0.82474893,0.5778033,0.70335615,-0.7016731277648977
elliptical,1.1497935454570545,0.801208,0.56747013,0.69863325,-0.732483841056673
elliptical,1.1950015039256843,0.81572014,0.5772456,0.7054106,-0.7893506086187727
elliptical,1.1540315715698366,0.79947644,0.5724838,0.70074403,-0.7244519277113766
elliptical,1.1843749245443338,0.8149129,0.57922435,0.7008318,-0.7185186081899771
elliptical,1.1323143317269182,0.82756543,0.5744352,0.70188326,-0.724312978149822
elliptical,1.213012736278582,0.8199464,0.57621324,0.70841765,-0.7403313657222044
elliptical,1.0868342208496091,0.8194373,0.57383585,0.7103945,-0.7275496618489038
elliptical,1.1119001662118464,0.8291244,0.58172673,0.70724505,-0.7174053052762762
elliptical,1.1918890749995368,0.803469,0.57465816,0.71007407,-0.7512308696177834
elliptical,1.085267229679133,0.8067997,0.56895614,0.70808434,-0.7469699451686486
elliptical,1.1681790286284945,0.8301269,0.5807602,0.71181226,-0.7954602327547492
elliptical,1.1039983837296927,0.82053,0.5823149,0.7184998,-0.7186690512636718
elliptical,1.137518220225023,0.8324359,0.58915704,0.70592463,-0.719765703309389
elliptical,1.1804975738647674,0.81350094,0.5749424,0.7013482,-0.7173175453589781
elliptical,1.178578194792733,0.8249535,0.580621,0.7080912,-0.7666728335660001
elliptical,1.0839802563053822,0.81813776,0.5753124,0.70800734,-0.683519930825347
elliptical,1.2035286827710392,0.7923011,0.5632856,0.7036921,-0.7015848073443472
elliptical,1.1009948519642354,0.81660646,0.5718652,0.7157078,-0.7639906907504513
elliptical,1.167175938699042,0.8218956,0.5641781,0.6960546,-0.7441503457126005
elliptical,1.0924980812664402,0.84710485,0.5821602,0.7042656,-0.7060133002388674
elliptical,1.1558601019729156,0.8266424,0.56984335,0.70158243,-0.7673693662650851
elliptical,1.1334852171142502,0.82113683,0.5735636,0.7076913,-0.6876187416784652
elliptical,1.1356607060127084,0.8312274,0.5808195,0.69309455,-0.7326291676062724
elliptical,1.1684415141352236,0.8044261,0.5741644,0.71015865,-0.768321781963494
elliptical,1.1576881992624146,0.79584986,0.5684525,0.70056665,-0.7325133686863723
