mass1,mass2,chirp_mass,peak_snr,peak_time
37.85714285714286,17.142857142857142,21.84067649293203,12.640858101989839,24.00732421875
37.85714285714286,19.285714285714285,23.26150164632249,14.006763009934295,24.007080078125
37.85714285714286,21.42857142857143,24.597706796731472,14.713019083043385,24.0068359375
37.85714285714286,23.57142857142857,25.861050345802706,17.670720710601923,24.006591796875
37.85714285714286,25.714285714285715,27.060822038315226,21.716019296553203,24.006103515625
37.85714285714286,27.857142857142858,28.20451816642666,23.713496866825032,24.005126953125
37.85714285714286,30.0,29.29829444205501,21.737198570759308,24.004150390625
37.85714285714286,32.14285714285714,30.34728052307041,18.630926815606962,24.003662109375
37.85714285714286,34.285714285714285,31.355804914865136,16.725483186644954,24.003173828125
37.85714285714286,36.42857142857143,32.32755981008478,15.967760603377315,24.0029296875
40.714285714285715,15.0,21.0043639100557,12.504039786351052,24.007080078125
40.714285714285715,17.142857142857142,22.585339280002035,13.51523214425431,24.0068359375
40.714285714285715,19.285714285714285,24.063526813670233,14.546698544383572,24.006591796875
40.714285714285715,21.42857142857143,25.45457088301307,17.58440343783248,24.00634765625
40.714285714285715,23.57142857142857,26.770515845766397,21.60462383060818,24.005859375
40.714285714285715,25.714285714285715,28.020881175990425,23.68090318246515,24.0048828125
40.714285714285715,27.857142857142858,29.2133522461853,21.42686669298426,24.00390625
40.714285714285715,30.0,30.354243454770902,18.203270672389657,24.00341796875
40.714285714285715,32.14285714285714,31.448819770898712,16.46927613104245,24.003173828125
40.714285714285715,34.285714285714285,32.50152660170721,15.815629875054302,24.0029296875
40.714285714285715,36.42857142857143,33.51615824744886,15.300004928607269,24.00244140625
40.714285714285715,38.57142857142857,34.49598401004119,14.707703072023296,24.002197265625
40.714285714285715,40.714285714285715,35.44384436277076,14.159315227716007,24.001953125
43.57142857142857,15.0,21.659013485084248,12.93368880218964,24.00634765625
43.57142857142857,17.142857142857142,23.297688014281597,14.618520264956787,24.006103515625
43.57142857142857,19.285714285714285,24.830850170653964,17.207549948286452,24.006103515625
43.57142857142857,21.42857142857143,26.274492708576698,21.046924601348135,24.005615234375
43.57142857142857,23.57142857142857,27.64093047229141,23.66287287589502,24.004638671875
43.57142857142857,25.714285714285715,28.939899522011615,21.41108729120481,24.003662109375
43.57142857142857,27.857142857142858,30.179262983920758,17.991518160233863,24.0029296875
43.57142857142857,30.0,31.36548408042377,16.297212239401585,24.0029296875
43.57142857142857,32.14285714285714,32.50395443713148,15.695586830785697,24.002685546875
43.57142857142857,34.285714285714285,33.59922872127308,15.14651069641047,24.002197265625
43.57142857142857,36.42857142857143,34.655196559850005,14.541573520640371,24.001953125
43.57142857142857,38.57142857142857,35.6752112246583,14.021961934055852,24.001708984375
43.57142857142857,40.714285714285715,36.66218776099821,13.724291834593524,24.001708984375
43.57142857142857,42.85714285714286,37.61867904293145,13.627964741530045,24.00146484375
46.42857142857143,15.0,22.287012923382402,14.676236696241013,24.005859375
46.42857142857143,17.142857142857142,23.981079123779878,16.346797437025753,24.005615234375
46.42857142857143,19.285714285714285,25.567052976903824,20.092424320610434,24.005126953125
46.42857142857143,21.42857142857143,27.061259760287015,23.545776025825393,24.00439453125
46.42857142857143,23.57142857142857,28.476271640133337,21.704971007916747,24.003173828125
46.42857142857143,25.714285714285715,29.822030086025396,18.010226588972245,24.002685546875
46.42857142857143,27.857142857142858,31.106566337891838,16.157737378111364,24.002685546875
46.42857142857143,30.0,32.3364840325582,15.582686973272521,24.00244140625
46.42857142857143,32.14285714285714,33.51729405323543,15.02649072746837,24.002197265625
46.42857142857143,34.285714285714285,34.65365377464758,14.403837921319264,24.001708984375
46.42857142857143,36.42857142857143,35.74954231675346,13.908015690705659,24.001708984375
46.42857142857143,38.57142857142857,36.80839170469523,13.670287120782202,24.00146484375
46.42857142857143,40.714285714285715,37.833186873856214,13.605868898996036,24.001220703125
46.42857142857143,42.85714285714286,38.82654317510497,13.570558871906373,24.0009765625
46.42857142857143,45.0,39.79076731490657,13.467117332786392,24.000732421875
49.285714285714285,15.0,22.890985681575827,15.225483440855834,24.005126953125
49.285714285714285,17.142857142857142,24.638347377934252,19.079081050525488,24.0048828125
49.285714285714285,19.285714285714285,26.27516371170999,23.029709651782284,24.004150390625
49.285714285714285,21.42857142857143,27.818078778533863,22.29088644407037,24.0029296875
49.285714285714285,23.57142857142857,29.279910733235752,18.250008787117874,24.00244140625
49.285714285714285,25.714285714285715,30.670796849251364,16.061508894931215,24.002197265625
49.285714285714285,27.857142857142858,31.99892819684132,15.461925204160101,24.002197265625
49.285714285714285,30.0,33.271041594016545,14.929707816947642,24.001708984375
49.285714285714285,32.14285714285714,34.49276080638008,14.294166786079131,24.00146484375
49.285714285714285,34.285714285714285,35.668840257012754,13.809515835164808,24.00146484375
49.285714285714285,36.42857142857143,36.80334350696823,13.599392864683573,24.001220703125
49.285714285714285,38.57142857142857,37.89977680425395,13.555698319102385,24.0009765625
49.285714285714285,40.714285714285715,38.9611908957903,13.525376547503527,24.000732421875
49.285714285714285,42.85714285714286,39.99025992542099,13.418019746044928,24.00048828125
49.285714285714285,45.0,40.98934346590871,13.2244632561354,24.000244140625
52.142857142857146,15.0,23.47316688895507,17.904787565550112,24.004638671875
52.142857142857146,17.142857142857142,25.27191071610563,21.77932541899887,24.00390625
52.142857142857146,19.285714285714285,26.957768462957254,22.94785982665036,24.002685546875
52.142857142857146,21.42857142857143,28.547691064075956,18.876349697117163,24.001953125
52.142857142857146,23.57142857142857,30.054732801242753,15.989786142862787,24.001708984375
52.142857142857146,25.714285714285715,31.4892184147597,15.34395224757692,24.001708984375
52.142857142857146,27.857142857142858,32.85949162284621,14.84278427544419,24.00146484375
52.142857142857146,30.0,34.17241615174089,14.20178398930238,24.001220703125
52.142857142857146,32.14285714285714,35.43372311479668,13.70509430442774,24.001220703125
52.142857142857146,34.285714285714285,36.64825906228413,13.51477298602959,24.0009765625
52.142857142857146,36.42857142857143,37.82016759406987,13.488818035875287,24.0009765625
52.142857142857146,38.57142857142857,38.953025223676214,13.462656284758854,24.00048828125
52.142857142857146,40.714285714285715,40.04994493781868,13.351975935959757,24.000244140625
52.142857142857146,42.85714285714286,41.113656438595186,13.15512939062809,24.0
52.142857142857146,45.0,42.14656922689854,12.916043485760346,23.999755859375
55.0,15.0,24.035477869702373,20.15947651536551,24.003662109375
55.0,17.142857142857142,25.883849721465236,23.167506301122287,24.002685546875
55.0,19.285714285714285,27.61709475761528,19.969177248829915,24.00146484375
55.0,21.42857142857143,29.25246017230762,16.0579846958453,24.001220703125
55.0,23.57142857142857,30.803227708285696,15.164080997325401,24.001220703125
55.0,25.714285714285715,32.27990226987997,14.737396916513188,24.001220703125
55.0,27.857142857142858,33.690973942421266,14.110300747524903,24.0009765625
55.0,30.0,35.04342787753858,13.602004467632131,24.000732421875
55.0,32.14285714285714,36.34309769687509,13.41305987848609,24.000732421875
55.0,34.285714285714285,37.59491777024878,13.40585485480789,24.00048828125
55.0,36.42857142857143,38.80310787690643,13.390159544532853,24.000244140625
55.0,38.57142857142857,39.97131131994215,13.279267401474169,24.0
55.0,40.714285714285715,41.102700181937735,13.079400913692172,23.999755859375
55.0,42.85714285714286,42.20005686946165,12.840707072993155,23.99951171875
55.0,45.0,43.26583821321237,12.614744052947279,23.999267578125
