source_id,true_cluster,mass_msun,evolved,phot_g_mean_mag,bp_rp,parallax,parallax_error,pmra,pmdec,g_mag_error
SIM-Pleiades-0016,Pleiades,0.49695027583073664,False,13.408364907919822,0.9027557210808923,7.348506025513789,0.05613061209846837,18.965926799816824,-44.05966569962958,0.0007043537366156123
SIM-Pleiades-0017,Pleiades,0.26005032833214525,False,16.681723837340375,1.6398449403870563,7.3972873715190275,0.18114080160651297,18.731204914947064,-43.866093512027874,0.004449940046856628
SIM-Pleiades-0018,Pleiades,0.3643362679579759,False,14.876315885893197,1.2300760228913834,7.495499969145488,0.07812841361087866,20.60488413156593,-45.73842509435347,0.0014376137870292887
SIM-Pleiades-0019,Pleiades,0.25765206888482084,False,16.82990219243738,1.6533678359999808,7.123024530710956,0.18939835387607618,19.11347021035335,-45.41881470027479,0.004690785321385555
SIM-Pleiades-0020,Pleiades,0.4983175467852377,False,13.40922345947706,0.8987682710571422,7.297456313689853,0.05614245510650806,20.359722072542045,-45.246888203167295,0.0007047485035502685
SIM-Pleiades-0021,Pleiades,0.48480676828223307,False,13.557916443446004,0.9262816964616684,7.118896662793324,0.05836453764579702,20.00775384236501,-45.95061822263421,0.0007788179215265672
SIM-Pleiades-0022,Pleiades,0.22909608415584023,False,17.393672493534886,1.8178184003833113,7.12794406797775,0.30120939962791554,19.70160973904552,-44.485944501100086,0.008036281988837466
SIM-Pleiades-0023,Pleiades,0.21122727229206287,False,17.903500978271843,1.965185162000955,7.421320012844616,0.42272315409418115,19.999475757884547,-45.072164094707894,0.011681694622825436
SIM-Pleiades-0024,Pleiades,0.4117903652973678,False,14.219163466864995,1.0950348797551654,7.672192727286543,0.06824770980167198,18.80523987772224,-45.342909604476695,0.001108256993389066
SIM-Pleiades-0025,Pleiades,0.37827135547232543,False,14.73388147597545,1.1880472454919684,7.2588631444889335,0.07599415303745724,20.57955238049465,-44.92854609486352,0.0013664717679152413
SIM-Pleiades-0026,Pleiades,0.32856448422803675,False,15.354302541058184,1.3400678321476795,7.699386697692898,0.10125594490887842,19.19836585033413,-45.84424670671721,0.002119965059842287
SIM-Pleiades-0027,Pleiades,0.23307013953201347,False,17.300397131148856,1.7877315878079096,7.727645399351437,0.2787827780718784,19.170584633502454,-45.689225005836455,0.0073634833421563515
SIM-Pleiades-0028,Pleiades,0.22809924685853147,False,17.405410870884726,1.821150160690368,6.966963983051963,0.30184111559216814,20.419397216263203,-44.37538225962188,0.008055233467765044
SIM-Pleiades-0029,Pleiades,0.17181108535884831,False,19.036757367050612,2.3181675145654657,8.400771926710753,0.7482738895854616,19.372578299184234,-43.70232828104017,0.02160912965284872
SIM-Pleiades-0030,Pleiades,0.30231986247846065,False,15.870108038678593,1.4580455591186656,7.504632467043735,0.13204775570260865,21.2009214389771,-45.47300694880789,0.0030180595413260855
SIM-Pleiades-0031,Pleiades,0.16319745557335463,False,19.500763165994293,2.3399752093519286,6.7241312649213,0.9673363012744787,22.23690614904896,-47.94155822009967,0.02891121004248262
SIM-Pleiades-0032,Pleiades,0.20040231106298786,False,18.172076782989418,2.022973184422729,7.382952032920208,0.487868119475271,18.83268295072844,-41.65140619402604,0.01363604358425813
SIM-Pleiades-0033,Pleiades,0.3141553415456732,False,15.6480501765542,1.402071883731617,7.35388761509543,0.11884333008456686,19.981842528796648,-45.09137967323007,0.0026329304607998665
SIM-Pleiades-0034,Pleiades,0.15224616868460683,False,19.83354915146725,2.4030026041335546,8.391580866748495,1.1873863325847822,19.656827146026565,-44.53005293905674,0.036246211086159406
SIM-Pleiades-0035,Pleiades,0.39658939042648067,False,14.440962132209883,1.1350056382651275,7.400136383255931,0.07162571574520374,21.582811469234855,-46.39541547153478,0.0012208571915067914
SIM-Pleiades-0036,Pleiades,0.16151701729551998,False,19.50436319758206,2.330666450822757,7.893351884661192,0.9969953704443413,21.26966287986232,-45.52537159624914,0.029899845681478042
SIM-Pleiades-0037,Pleiades,0.26704312662135127,False,16.55333405729822,1.609636755126814,7.550402434730792,0.17312097486553613,19.30379822068461,-44.97348672087125,0.004216028433578136
SIM-Pleiades-0038,Pleiades,0.27436706596615085,False,16.42058882161021,1.5768724766008937,6.9644854081136005,0.16522087441492503,19.35690695242814,-45.28032248204398,0.00398560883710198
SIM-Pleiades-0039,Pleiades,0.1902930029694464,False,18.50323786540341,2.082653401079173,7.361929933529714,0.5869384516391996,19.78470226453416,-44.79762384889054,0.016608153549175986
SIM-Pleiades-0040,Pleiades,0.46936204131749143,False,13.632111096453635,0.9608783520872025,7.40214019079584,0.05947759341212416,19.213007057951028,-46.82124510365218,0.0008159197804041387
SIM-Pleiades-0041,Pleiades,0.21579363648113825,False,17.770657385705945,1.8790103629130261,7.070081501586472,0.3912643319580915,20.401688365483974,-44.284785094701405,0.010737929958742747
SIM-Pleiades-0042,Pleiades,0.2609080421727708,False,16.66685622663539,1.637898351585866,7.422734928876796,0.18020481390618687,19.350034317334316,-45.51131197490514,0.004422640405597116
SIM-Pleiades-0043,Pleiades,0.4147351775764024,False,14.15056450506659,1.087313523851289,7.680393690934368,0.06725064812876498,19.054638073964963,-45.908949491209626,0.001075021604292166
SIM-Pleiades-0044,Pleiades,0.3144868291460561,False,15.650883929682248,1.3924058359737734,7.202454836044634,0.11891519969627795,21.401072809267937,-45.60793305765569,0.0026350266578081065
SIM-Pleiades-0045,Pleiades,0.22678610187160272,False,17.42915962373657,1.8390854229134495,7.184077614707002,0.3118647779444437,19.58782020002974,-44.856221325432934,0.008355943338333312
SIM-Pleiades-0046,Pleiades,0.16556567769415315,False,19.284055593143847,2.3426307390515753,7.506612493738911,0.8559928708847977,19.131966298265848,-45.08123024656849,0.02519976236282659
SIM-Pleiades-0047,Pleiades,0.4692467945014444,False,13.594280527951145,0.9619592461738499,7.493665526660849,0.05892041632588116,18.74987561481712,-45.772251635893745,0.0007973472108627053
SIM-Pleiades-0048,Pleiades,0.28915995251323123,False,16.023476149947548,1.5046573148749143,7.433369057749463,0.1416466048565127,19.483056671500375,-45.17318305781418,0.0032980259749816197
SIM-Pleiades-0049,Pleiades,0.2865411128248379,False,16.179072547230223,1.520330265101271,7.647207455985745,0.15071623828777475,18.78448008177799,-43.26239358709814,0.003562556950060097
SIM-Pleiades-0050,Pleiades,0.2918726108022073,False,15.975201676158798,1.4969565313848905,7.822788370572881,0.1386769924888827,18.630310974776712,-44.86156538575017,0.003211412280925746
SIM-Pleiades-0051,Pleiades,0.17496313042819836,False,18.967584453691465,2.162095352332509,8.245571527440843,0.694574188990418,19.880077421578235,-45.187773740946795,0.019837225669712542
SIM-Pleiades-0052,Pleiades,0.27890074982580026,False,16.349336272384758,1.5529680363931424,7.196284559413848,0.16121636852407187,19.6380611826802,-44.22471177867269,0.0038688107486187623
SIM-Pleiades-0053,Pleiades,0.27996213508587053,False,16.31970266835023,1.5360944192783792,6.881720064688341,0.15935629108065705,19.382968627770452,-44.54344172359069,0.003814558489852497
SIM-Pleiades-0054,Pleiades,0.28612846300554823,False,16.110046114018978,1.5200472284541307,7.475779114789336,0.14687595364380046,20.459145954161503,-46.21751462357635,0.0034505486479441795
SIM-Pleiades-0055,Pleiades,0.18181196835418922,False,18.696460960644348,2.183009043883858,7.8078038267531085,0.6271273942757662,18.545378874646286,-43.0203850848682,0.01781382182827299
SIM-Pleiades-0056,Pleiades,0.3363217808391334,False,15.249006711862386,1.3220265821835968,7.500175222553669,0.09507917718242795,20.061561473023335,-46.427154908990644,0.0019398093344874816
SIM-Pleiades-0057,Pleiades,0.1611207437447527,False,19.470495679193082,2.243021673120354,6.625603492201025,1.0088058983806492,21.297885427577537,-45.195213610890995,0.030293529946021636
SIM-Pleiades-0058,Pleiades,0.21192409147723373,False,17.868171703812582,1.9573443203331107,7.447037801343411,0.41405341952407926,19.589697177410198,-44.006895360921106,0.01142160258572238
SIM-Pleiades-0059,Pleiades,0.16740266118394534,False,19.293062083954148,2.3062109946200575,9.053385838340057,0.8761706239561221,17.693703034248124,-45.40085440219424,0.025872354131870737
SIM-Pleiades-0060,Pleiades,0.3535026188982318,False,15.14041825564522,1.266421020887102,7.083249617250655,0.08838390698425955,18.94704977633764,-45.83079081753379,0.0017445306203742366
SIM-Pleiades-0061,Pleiades,0.25993503655416994,False,16.695826945907566,1.637254479170582,7.376373101972022,0.18128298928158337,20.124231714005216,-46.142488346878196,0.004454087187379515
SIM-Pleiades-0062,Pleiades,0.24930257212639137,False,16.85298130622368,1.6953892520868583,7.456265129539283,0.19099276787124567,19.783009505090746,-44.32007015989601,0.004737289062911332
SIM-Pleiades-0063,Pleiades,0.16173319458229837,False,19.400958547666193,2.454150791829575,9.004195150401666,0.9408718688330779,20.482716271100806,-44.35063612536131,0.02802906229443593
SIM-Pleiades-0064,Pleiades,0.24232844579877075,False,17.105471386406506,1.7353019704467438,7.327456758779641,0.22806956273362006,18.205070984679843,-45.918255036181854,0.005842086882008601
SIM-Pleiades-0065,Pleiades,0.18952349115957484,False,18.456296534980424,2.0827027959358317,7.551594123798393,0.5609371668517074,20.320049263234573,-44.423745505678326,0.015828115005551223
SIM-Pleiades-0066,Pleiades,0.20680622198034299,False,18.014354617274286,1.9547598614095993,7.171783414829573,0.452128759582316,19.79929531027299,-45.858331828737455,0.012563862787469482
SIM-Pleiades-0067,Pleiades,0.22930123130392696,False,17.383864872211177,1.8282749013401465,7.259892254055268,0.2939249756121239,20.280340460002325,-45.224691973763434,0.007817749268363716
SIM-Pleiades-0068,Pleiades,0.33503106450069875,False,15.290736059523653,1.3198866711586679,7.509802159369309,0.09746312889842358,20.112672594854768,-46.198249126006196,0.0020093412595373543
SIM-Pleiades-0069,Pleiades,0.37180497066738566,False,14.810725492805108,1.2052900511891906,7.459704361791594,0.07716945915941761,19.617548101422102,-46.98282061337633,0.0014056486386472536
SIM-Pleiades-0070,Pleiades,0.2196991019882984,False,17.651206112951378,1.8589156648090575,7.30219650757716,0.36830121703449303,21.362302442919518,-45.32284455614666,0.010049036511034792
SIM-Pleiades-0071,Pleiades,0.3197727676965483,False,15.543724180706736,1.3920663624561977,7.528001387080572,0.11254335064453827,20.08331688162676,-45.30870340303406,0.002449181060465699
SIM-Pleiades-0072,Pleiades,0.26263232521625385,False,16.631086425431466,1.6376384232925476,7.219353567614109,0.17829188126935108,18.24962633944176,-44.72336706985609,0.00436684653702274
SIM-Pleiades-0073,Pleiades,0.32018487879385965,False,15.587417532825574,1.3799321337610444,7.324479518920996,0.11532883996192397,18.99097334787042,-46.049031163447225,0.0025304244988894487
SIM-Pleiades-0074,Pleiades,0.21322798401356025,False,17.78275932740407,1.922851022937571,6.952178751589457,0.3944349229253674,20.79699550722776,-45.67226618000982,0.010833047687761024
SIM-Pleiades-0075,Pleiades,0.4328820677245943,False,14.047403564614658,1.0414675340206776,7.425664865306156,0.06571074330803221,20.11901914952927,-44.40707246371168,0.0010236914436010736
SIM-Pleiades-0076,Pleiades,0.3168150540095578,False,15.602591417462873,1.3901866461511023,7.369021213824754,0.11617881250906635,18.783687577011303,-46.96372692261996,0.0025552153648477683
SIM-Pleiades-0077,Pleiades,0.18315128629141603,False,18.74876986975048,2.142746652023577,7.657231893663735,0.6353576645328258,19.920961197937274,-43.71070904066709,0.018060729935984773
SIM-Pleiades-0078,Pleiades,0.2840920175619443,False,16.16316540608065,1.5386807159888913,7.5100816923128315,0.15019293873891065,20.207407410934508,-46.65887627665934,0.0035472940465515607
SIM-Pleiades-0079,Pleiades,0.35413821194261663,False,15.083508473397183,1.260350269762361,7.348338789374521,0.08501132122219175,20.074271466567,-44.58036937773166,0.0016461635356472596
SIM-Pleiades-0080,Pleiades,0.3686466471092817,False,14.85533209376201,1.2149790469836692,7.35534361833054,0.07780335722308618,20.04129321246578,-45.31348878968415,0.0014267785741028725
SIM-Pleiades-0081,Pleiades,0.24109825766354284,False,17.198018687809927,1.7479693461397448,7.281235784579429,0.24767405977616513,20.50967446948739,-46.133203069848655,0.006430221793284954
SIM-Pleiades-0082,Pleiades,0.20123061584517749,False,18.070118181275205,2.0391043622402916,6.865061904204853,0.472841070635593,19.429499818620307,-46.93839176189581,0.013185232119067792
SIM-Pleiades-0083,Pleiades,0.2987757956310353,False,15.929601326537306,1.4667136227436957,7.242828483167558,0.13560421131585088,19.299253872028896,-45.4066902045115,0.0031217894967123174
SIM-Pleiades-0084,Pleiades,0.3452554322255032,False,15.152045217631313,1.287110717670718,7.33674989843768,0.08908142885526196,20.6701377124754,-45.28115932702373,0.0017648750082784738
SIM-Pleiades-0085,Pleiades,0.2616964079048525,False,16.72189571764169,1.6343448901162778,6.934656053874739,0.1836074092980323,20.44762570468058,-45.75105771100165,0.0045218827711926085
SIM-Pleiades-0086,Pleiades,0.18174558337506128,False,18.71090476859499,2.161007693054501,6.886970895940936,0.6343577240225169,22.475008671787027,-45.212785063947315,0.018030731720675507
SIM-Pleiades-0087,Pleiades,0.298134456050395,False,15.95922333261115,1.4590819181309622,7.426134949304281,0.13759479078793974,20.57773243332855,-46.00003648403575,0.003179848064648242
SIM-Pleiades-0088,Pleiades,0.3592559235921619,False,14.917343703052543,1.2428914982911436,7.530334313651524,0.07873015752810145,20.05983191590448,-44.84224470636065,0.0014576719176033813
SIM-Pleiades-0089,Pleiades,0.44300969908590604,False,13.996745193067426,1.0185670387875183,7.1192385391420325,0.06494468097135819,20.130573401617934,-44.31659984961932,0.0009981560323786063
SIM-Pleiades-0090,Pleiades,0.49599601485911193,False,13.370676833062744,0.9041336027465591,7.354506161010816,0.05557089528278757,20.026626317178824,-45.857355111090015,0.0006856965094262523
SIM-Pleiades-0091,Pleiades,0.22257192142663518,False,17.513354948390713,1.8832791128195183,7.216003346160614,0.32824130175695454,18.64864922230255,-45.72869495812636,0.008847239052708638
SIM-Pleiades-0092,Pleiades,0.3814519432254276,False,14.718762927726353,1.178477631662638,7.0713514978350185,0.07576061509149479,19.75515007933519,-44.37810546105849,0.0013586871697164932
SIM-Pleiades-0093,Pleiades,0.327769898295195,False,15.436370830239786,1.349625695366393,7.483940841477506,0.10620355965029042,19.366927908605124,-46.50447223582499,0.002264270489800137
SIM-Pleiades-0094,Pleiades,0.4808674734342284,False,13.581191337585198,0.9350200889669308,7.195696563689991,0.0587243166926945,20.172156487056693,-45.98506456848448,0.0007908105564231498
SIM-Pleiades-0095,Pleiades,0.26217595857479575,False,16.639807132415516,1.624268824440709,7.4894102927729405,0.17827984811954184,19.943344132483766,-46.44418311864583,0.004366495570153303
SIM-Pleiades-0096,Pleiades,0.4109244417954553,False,14.275778097334648,1.0954111646259113,7.4177903507943,0.06917469263598404,19.753565947776988,-45.12979942653735,0.001139156421199468
SIM-Pleiades-0097,Pleiades,0.26070235769222533,False,16.61507168865796,1.6449410041725676,7.389197852050862,0.17680353423245315,19.62582181487075,-44.134906868058955,0.004323436415113216
SIM-Pleiades-0098,Pleiades,0.20345398202605108,False,18.05123379907292,1.9860921488770056,7.350065743261299,0.46762927291762035,20.283933015729943,-46.96227051164404,0.013028878187528611
SIM-Pleiades-0099,Pleiades,0.47231552049140796,False,13.648847135902317,0.9501257032676902,7.118767628312095,0.05973463586748217,20.284347925739873,-45.508948518687234,0.0008244878622494056
SIM-Pleiades-0100,Pleiades,0.20251544282761788,False,18.08356897499578,1.9627998510714124,7.775231424178893,0.46989187397465204,19.581765059658068,-42.95814320036898,0.013096756219239563
SIM-Pleiades-0101,Pleiades,0.20858396409960808,False,17.930415392308245,1.9633971392353848,7.368008110423693,0.4332471136713296,19.94392268882214,-45.444283252009136,0.01199741341013989
SIM-Pleiades-0102,Pleiades,0.15942914128065672,False,19.46571852610509,2.3119550588197493,7.7414728579521945,0.9945193761639232,19.196944125347525,-44.29526614875706,0.02981731253879744
SIM-Pleiades-0103,Pleiades,0.15006918159533295,False,19.92122606101549,2.454530788024897,7.4029430579589866,1.2635635387028934,22.066498586732642,-42.88049733368851,0.038785451290096445
SIM-Pleiades-0104,Pleiades,0.2159384849802599,False,17.682217514363455,1.920088197920616,7.778119594441239,0.3686011242113183,19.522000519291545,-46.69935927081422,0.01005803372633955
SIM-Pleiades-0105,Pleiades,0.19954790433491765,False,18.163428426211347,2.0111650755323383,7.260916919977728,0.49594963149912874,21.39625013899547,-44.868243039157534,0.013878488944973864
SIM-Pleiades-0106,Pleiades,0.3437510411808176,False,15.181767027868753,1.2946923329577047,7.389523014858166,0.0910146305097279,20.564450102277345,-45.31528759757563,0.0018212600565337303
SIM-Pleiades-0107,Pleiades,0.15224209791119592,False,19.788316403275473,2.426401080078365,6.701263832678857,1.1673735730889832,20.038610825026495,-43.07338364982923,0.0355791191029661
SIM-Pleiades-0108,Pleiades,0.4287911618493598,False,14.108531480254783,1.053860619361322,7.254124184063636,0.06661595616426819,19.18582911848209,-45.7340912627566,0.0010538652054756063
SIM-Pleiades-0109,Pleiades,0.38707609049636427,False,14.613040402743161,1.1598890061897502,7.297347593365697,0.0741972023348119,19.293100267514937,-44.40190303959581,0.0013065734111603966
SIM-Pleiades-0110,Pleiades,0.4397019185891699,False,13.938887260290015,1.0235590929263443,7.484714585137826,0.06409224151671045,20.744239193786814,-45.35820677119505,0.0009697413838903479
SIM-Pleiades-0111,Pleiades,0.3626363953858528,False,14.92467048774223,1.2344870007520463,7.307789323336417,0.07885551778864038,18.102029410987072,-46.17292784026531,0.0014618505929546793
SIM-Pleiades-0112,Pleiades,0.3147050909533692,False,15.651790824675375,1.4082026721342107,7.188930381480914,0.119181586747004,21.201252811597694,-46.038624275285436,0.00264279628012095
SIM-Pleiades-0113,Pleiades,0.36088471958079665,False,14.965735333773482,1.2407592213913052,7.13992675658324,0.07944024590678742,20.449555485538646,-45.202034731873,0.0014813415302262474
SIM-Pleiades-0114,Pleiades,0.42184062928135335,False,14.179179611707108,1.072061250384565,7.285523134063647,0.06766618610407663,19.578233683759407,-45.084263439907346,0.0010888728701358872
SIM-Pleiades-0115,Pleiades,0.40712306821448857,False,14.303237705644426,1.1093208904030625,7.4275476253538635,0.06951588759850656,21.22159794425313,-46.66572438710281,0.0011505295866168855
SIM-Pleiades-0116,Pleiades,0.1995008226027623,False,18.093508703837127,1.9909105913004301,7.923569023111478,0.4768627422625389,20.622594643995242,-43.71345496863582,0.013305882267876167
SIM-Pleiades-0117,Pleiades,0.46692843311778515,False,13.73439670720024,0.9646274748474336,7.242556816331214,0.061023154403557385,18.902900045194613,-46.46050438089352,0.0008674384801185794
SIM-Pleiades-0118,Pleiades,0.4947047153714929,False,13.332883721348354,0.9071410016674818,7.533632086188679,0.05499664638993615,19.34268534012495,-46.89465464655007,0.0006665548796645382
SIM-Pleiades-0119,Pleiades,0.32950572905522546,False,15.378561521914193,1.345434641855476,7.596354566579126,0.10288866796603628,19.147396792921935,-45.71909363280079,0.0021675861490093916
SIM-Pleiades-0120,Pleiades,0.29769606561861406,False,15.895606308378138,1.4755735877522005,7.694946013250404,0.1338470238873697,18.97841315612702,-45.06983440813241,0.0030705381967149493
SIM-Pleiades-0121,Pleiades,0.2978163185193669,False,15.943087574245963,1.4762876475546018,7.244760056835227,0.13640961460932233,21.504262407662093,-44.9814021776859,0.0031452804261052343
SIM-Pleiades-0122,Pleiades,0.32623609880164894,False,15.496279039567309,1.3604653681989687,7.190393554422354,0.10993348308409744,20.252655985791478,-46.21870089811526,0.0023730599232861752
SIM-Pleiades-0123,Pleiades,0.43768396799694387,False,13.99275860984981,1.0327109766457916,7.367339316257671,0.06489669672154814,19.81760462182356,-45.72671514556669,0.0009965565573849381
SIM-Pleiades-0124,Pleiades,0.20827107583882343,False,18.001896894695292,1.94068516244213,6.849946653413329,0.44583003194296,19.97096745138197,-44.216152974530004,0.012374900958288802
SIM-Pleiades-0125,Pleiades,0.23096402769456523,False,17.426059728114414,1.8169913617745248,6.791505304040222,0.3059633456298963,20.88897626455177,-45.050150287247995,0.008178900368896888
SIM-Pleiades-0126,Pleiades,0.20979375996007044,False,17.90860788380536,1.9209396689760245,7.6772731995584245,0.42575798269278375,18.94800269509925,-44.24599319989839,0.011772739480783515
SIM-Pleiades-0127,Pleiades,0.3417071271771473,False,15.213610472596237,1.3015323219516268,7.334768275212899,0.09282013599590926,19.088888622062793,-45.13593127988309,0.00187392063321402
SIM-Pleiades-0128,Pleiades,0.15528051614612826,False,19.689158950876035,2.3442181614428836,6.59221108673644,1.1278948155898418,15.726237572451968,-47.49935985247227,0.0342631605196614
SIM-Pleiades-0129,Pleiades,0.2317488418138857,False,17.31769407125478,1.8165686701826376,7.569114477147335,0.280214748961593,20.981164614795425,-46.554562727302006,0.00740644246884779
SIM-Pleiades-0130,Pleiades,0.23200387131981337,False,17.39450165253215,1.7925689126506814,7.161234498876854,0.298178648922886,18.99520083123587,-44.99435862639788,0.00794535946768658
SIM-Pleiades-0131,Pleiades,0.2290586624637272,False,17.344218291319564,1.827201305373287,7.591280525039116,0.2872996445243608,20.74894024761247,-47.23646059610959,0.007618989335730824
SIM-Pleiades-0132,Pleiades,0.28180186076465874,False,16.25257891294515,1.5294394201775898,7.561096251121855,0.15515439115448632,20.285301407021265,-44.53902650030899,0.0036920030753391834
SIM-Pleiades-0133,Pleiades,0.1940968706585001,False,18.3444325595379,2.066916045117642,8.104410803831053,0.5380511931247376,19.181021361237054,-46.655920262743415,0.015141535793742129
SIM-Pleiades-0134,Pleiades,0.4289555421435459,False,14.050647880240396,1.0530589578078167,7.349994711964602,0.06576181156477048,19.353195041786588,-46.29754549486021,0.0010253937188256827
SIM-Pleiades-0135,Pleiades,0.22508826057925066,False,17.534198971749408,1.8433421985375655,7.607742202401193,0.3300486134509073,20.6165721269469,-43.6964494503501,0.00890145840352722
SIM-Pleiades-0136,Pleiades,0.47051234230495426,False,13.524809697008623,0.9571809072506184,7.745993029065496,0.057865361765372346,19.33101961116805,-46.16834865643734,0.0007621787255124115
SIM-Pleiades-0137,Pleiades,0.4526785790475004,False,13.765515203525409,0.996213221681693,7.564463855017426,0.06150118295255606,20.31430742631243,-45.99595782342088,0.0008833727650852019
SIM-Pleiades-0138,Pleiades,0.21743677481962093,False,17.6368130409055,1.8906117707833008,7.875481178709331,0.35978973064184916,16.828558267538636,-46.03574063695443,0.009793691919255476
SIM-Pleiades-0139,Pleiades,0.22270045469449817,False,17.566226905899452,1.8511326844444729,8.028361328912391,0.33731192122395615,18.70565002805621,-45.61362523348235,0.009119357636718686
SIM-Pleiades-0140,Pleiades,0.3001283553463611,False,15.944289521831836,1.4541457409473715,7.37030280062366,0.13631023648394375,20.832391784495545,-45.01323205953818,0.0031423818974483596
SIM-Pleiades-0141,Pleiades,0.2299759733986922,False,17.341213836405064,1.82562006530638,7.427425561675191,0.2876852284559888,18.120490490537186,-45.468971010822436,0.007630556853679664
SIM-Pleiades-0142,Pleiades,0.16756612271951296,False,19.277016482015906,2.2954710483050773,7.72457901374164,0.8598900090557663,21.850710309204533,-46.153862510001936,0.025329666968525545
SIM-Pleiades-0143,Pleiades,0.20205465095896358,False,18.107498828036437,2.0019828881907995,6.71252447605219,0.4769822573207889,19.79339575466401,-45.509746015237404,0.013309467719623668
SIM-Pleiades-0144,Pleiades,0.18200495542848347,False,18.677841790619617,2.1719496026899887,7.800552264978488,0.6313285878153623,18.539815834251055,-44.67739944449499,0.017939857634460873
SIM-Pleiades-0145,Pleiades,0.2364953513692537,False,17.162218502637803,1.7581002599846771,7.615453153163583,0.2401384722304119,20.95100544304,-44.77321303613483,0.006204154166912357
SIM-Pleiades-0146,Pleiades,0.42803687956088815,False,14.075365230006406,1.0512790868414885,7.344230128290301,0.06609897206312673,19.57499657705475,-45.069158043248564,0.0010366324021042245
SIM-Pleiades-0147,Pleiades,0.24981174371000164,False,16.897174895917118,1.685156209838159,7.117249990160366,0.19405593729565257,20.663734227635587,-46.49712846893711,0.004826631504456533
SIM-Pleiades-0148,Pleiades,0.1571964846098101,False,19.553398168740927,2.5032781672397117,6.265883479064609,1.0386205766713772,19.381278227357015,-45.61825896812051,0.03128735255571257
SIM-Pleiades-0149,Pleiades,0.3627766256165615,False,14.92454049993751,1.2333174685155381,7.273680572234453,0.07884727571681524,20.25438184305971,-45.87333773020189,0.0014615758572271743
SIM-Pleiades-0150,Pleiades,2.023609490414711,False,8.070686574865682,-0.0960115795079902,7.286223224866611,0.02517703127427323,20.73919007749019,-46.335766670133104,0.00025177031274273233
SIM-Pleiades-0151,Pleiades,2.260956009204932,False,7.755935732391231,-0.1512119786294201,7.270929514248639,0.02439014370244867,20.785898175524395,-45.415592537676964,0.00024390143702448668
SIM-Pleiades-0152,Pleiades,0.7474838054644074,False,11.505059058323965,0.5407465407903086,7.543822790627032,0.04003305138242219,19.745260118558782,-44.98985924634366,0.00040033051382422184
