kepmag,sigma,anchor,label,t0,period,rp_rs,b,a_rstar,id,depth_ratio,shape,dur,n_transits_found,bls_period,bls_duration,bls_t0,bls_power,bls_depth,bls_depth_err,bls_snr,bls_odd_even_mismatch
14.217412159607424,0.0001030447295764,TRAPPIST-1b,planet,0.1196546682483663,1.532743496473262,0.0932368136742082,0.1259406176626897,46.228087635302806,SIM-PL-0059,,,,20,4.598415346121769,0.02,1.6460000000000001,0.0002887393840962142,0.005513040846805928,0.2299116555987761,0.023978953274238764,0.15624721662639338
11.280709479878144,3.280709479878144e-05,TRAPPIST-1e,planet,1.686627707179297,6.214555658182677,0.0745901560542959,0.3760140683720338,117.54378227908995,SIM-PL-0060,,,,5,18.633861551292746,0.02,1.706,3.12810198326182e-05,0.0035372882174126152,0.4474673913296483,0.007905130711092872,1.1072317111022125
12.097831868283023,4.244579670707563e-05,Kepler-452b,planet,58.69232314727621,373.6608760121656,0.0125834445224018,0.5376357044239772,196.6559464838954,SIM-PL-0061,,,,4,19.625938281901586,0.3,19.451999999999998,3.317513762869388e-08,3.353477205170208e-05,0.13106882771980585,0.0002558561988773676,1.3099627418673756
15.51329959117238,0.0002013299591172,HAT-P-7b,planet,0.4090168201790111,2.206187109510295,0.0743405574342673,0.5152879685924812,3.875449204694316,SIM-PL-0062,,,,41,2.20767306088407,0.16,0.38,0.0030930116139596424,0.004389886148694733,0.057964499418274244,0.07573404743853873,0.00805955869376434
13.393870737887198,7.484676844717995e-05,Kepler-10b,planet,0.0655047502218564,0.8172430332777506,0.0236233080176859,0.330831023259298,3.4535269845866905,SIM-PL-0063,,,,37,2.45162635529608,0.09,0.075,1.688044120952134e-05,0.0004551065567875989,0.07981531873463017,0.005701995105735735,0.013227941216417285
13.443620292901542,7.609050732253855e-05,Kepler-90b,planet,3.988578548443709,7.1890887715033305,0.0149452858116257,0.4738535121203508,13.061096204571822,SIM-PL-0064,,,,53,1.6872393661384488,0.3,1.172,2.418159515573547e-06,7.879320060144579e-05,0.03948644249816261,0.0019954494661075686,0.4262169109771376
12.880530818822937,6.201327047057342e-05,Kepler-90i,planet,10.070243927122403,14.686280134319182,0.0227802051055947,0.3654289575864169,21.02833737179509,SIM-PL-0065,,,,6,14.681818181818183,0.23,10.079,4.892044573098215e-06,0.0003850243822699495,0.12402326691074161,0.003104452832604772,0.06730992221675619
12.479630256651744,5.199075641629363e-05,TRAPPIST-1b,planet,0.0706667979371312,1.5058844989768745,0.0864239760207533,0.1275725648425882,45.68644669913144,SIM-PL-0066,,,,7,12.047122602168475,0.02,10.608,0.00021447051548732047,0.007827981230127956,0.37826487059409347,0.020694444128088137,0.049640778888120476
11.285109960929791,3.285109960929793e-05,TRAPPIST-1e,planet,3.6553381602252464,5.993785781234022,0.0758694668747874,0.3966522463497658,114.74323359221108,SIM-PL-0067,,,,5,17.983319432860718,0.02,3.6519999999999997,7.469258475078007e-05,0.0061111612951540994,0.5002269632436452,0.012216777071606073,0.07017159804571234
10.189777073844857,2.1897770738448548e-05,Kepler-452b,planet,163.10897269591123,385.5535955728175,0.0141468997490776,0.5731559748214943,200.80684055740136,SIM-PL-0068,,,,19,4.549624687239366,0.23,4.007,5.593200151937683e-09,7.246951861716866e-06,0.07023644276571314,0.00010317936923272775,0.020547588257941316
15.633335690512183,0.0002133335690512,HAT-P-7b,planet,0.0687066436223832,2.1763965550399846,0.0775171339878632,0.4456099462875882,3.840482941054132,SIM-PL-0069,,,,42,2.1751459549624688,0.16,0.094,0.004106254244837894,0.00498862599947647,0.057231644719463896,0.08716551872534059,0.01543102346661363
11.5400127543626,3.5400127543626e-05,Kepler-10b,planet,0.1044904074860801,0.8584802993348127,0.0223043434778261,0.3369850296962179,3.5687456092553984,SIM-PL-0070,,,,105,0.8577981651376148,0.09,0.139,3.59044151158381e-05,0.0003884055703016198,0.04852936401426447,0.008003516596414779,0.013679755978326156
11.382574108066166,3.3825741080661656e-05,Kepler-90b,planet,2.6390124269870783,7.1091939620041575,0.0154351286764723,0.5687966657920958,12.964147782082437,SIM-PL-0071,,,,13,7.103002502085071,0.16,2.676,1.3270157735546697e-06,0.00016210348568257427,0.10066338150342667,0.001610352078993652,0.041510566053398715
11.31214883036104,3.312148830361041e-05,Kepler-90i,planet,6.755062165568513,14.351517062533503,0.0207725503826486,0.3983775473443789,20.707560485254437,SIM-PL-0072,,,,6,14.35654712260217,0.16,6.74,3.148117746070098e-06,0.000366008821313879,0.14664872444411567,0.002495820012763604,0.015457281686416873
11.407730387295295,3.407730387295295e-05,TRAPPIST-1b,planet,0.9729907246463072,1.4714607690904429,0.0839868035022097,0.1162405383801422,44.98752127543515,SIM-PL-0073,,,,8,11.770642201834864,0.02,3.9179999999999997,8.710502393586365e-05,0.004988702205580342,0.37826487059409347,0.013188383572984743,0.9451951075489514
11.647726767480991,3.6477267674809926e-05,TRAPPIST-1e,planet,4.344754446126387,5.9559486038197,0.0741995318328396,0.376490981046654,114.25982839434243,SIM-PL-0074,,,,4,17.869474562135114,0.02,10.3,6.408105972098145e-05,0.005660435483290316,0.5002269632436452,0.011315734454988367,0.059019143776303316
14.237072659437718,0.0001042243595662,Kepler-452b,planet,300.13222194721413,387.392785385883,0.014715982452308,0.5124283249783306,201.44493410019584,SIM-PL-0075,,,,116,0.7764804003336114,0.3,0.318,1.4586356570774314e-07,1.306906378528705e-05,0.030914613706504415,0.00042274711595498044,0.1675944264172468
15.676996534550652,0.000217699653455,HAT-P-7b,planet,0.4759852095466621,2.185478172125455,0.0793139836637244,0.4625965180114473,3.851159176834602,SIM-PL-0076,,,,21,4.370725604670559,0.16,0.47800000000000004,0.002407655661662482,0.0054021944605733285,0.07934880482910134,0.06808161096072442,0.010503048597538032
15.853311176187946,0.0002353311176187,Kepler-10b,planet,0.142755721708104,0.8568337562168092,0.0238438106631522,0.2693547988778506,3.564180974519361,SIM-PL-0077,,,,105,0.8577981651376148,0.16,0.09,3.581354900977449e-05,0.0002942970597794581,0.038579314260535236,0.007628364200358784,0.03853660790289461
12.160688375398394,4.401720938495984e-05,Kepler-90b,planet,0.3338951637443992,6.8993787681189325,0.0164158531647374,0.5613878876728198,12.707800534279912,SIM-PL-0078,,,,13,6.907839866555464,0.16,0.278,1.6582713825758139e-06,0.00018211377666610407,0.10115370683564126,0.0018003668116879797,0.038424264238196115
14.219951200795215,0.0001031970720477,Kepler-90i,planet,8.354324371830943,14.27800736663281,0.0209345070999347,0.4130055454226076,20.63678938776102,SIM-PL-0079,,,,6,14.275229357798166,0.16,8.358,3.065439432817712e-06,0.0003611706399800907,0.14664872444411567,0.0024628283767836262,0.01895506957913086
12.043093459319532,4.107733648298832e-05,TRAPPIST-1b,planet,1.5045378496530095,1.5083306962122447,0.0889887078493011,0.1134003648093698,45.73590946753611,SIM-PL-0080,,,,60,1.5083402835696416,0.02,1.502,0.0005236909121156193,0.00421334004193874,0.13106882771980585,0.03214601149058771,0.09069882825557142
12.409620323392565,5.024050808481406e-05,TRAPPIST-1e,planet,3.5582395632548622,6.123019687304015,0.0631799356513937,0.3614315891902022,116.38670605459674,SIM-PL-0081,,,,5,18.373644703919936,0.02,9.67,3.5258066030982365e-05,0.004198694203617626,0.5002269632436452,0.008393578339703712,0.057289932573512135
14.851222252933308,0.0001410733351759,Kepler-452b,planet,194.57971820072947,394.4058239193542,0.0125325884913977,0.6050324276404528,203.8688520805788,SIM-PL-0082,,,,5,19.512093411175982,0.02,4.434,2.2409101679820422e-07,0.00029939339792217634,0.4474673913296483,0.000669084281275848,0.5082544957914316
12.020839707723102,4.0520992693077545e-05,HAT-P-7b,planet,2.222186715467332,2.239457407089599,0.0779975494079837,0.462780863525353,3.914314276066913,SIM-PL-0083,,,,41,2.2402001668056712,0.16,2.182,0.0032582817382283405,0.004589203576410572,0.058471044689904605,0.07848677239732861,0.00950063004424484
15.786092479093714,0.0002286092479093,Kepler-10b,planet,0.4690946837649872,0.8490473271509286,0.0247261437995,0.2892191322232479,3.542555273593579,SIM-PL-0084,,,,35,2.5492076730608844,0.09,2.131,1.7176624547763644e-05,0.0004707800602538059,0.08177215770551924,0.005757217046286043,0.014232688527665393
10.679620907762295,2.6796209077622957e-05,Kepler-90b,planet,4.453344836471242,6.939275181172212,0.0162285532088266,0.4922753513493934,12.75674293923104,SIM-PL-0085,,,,13,6.940366972477065,0.16,4.442,2.2473077446346528e-06,0.00021095294133555154,0.10066338150342667,0.00209562740874516,0.05894118279157296
15.06653981594826,0.0001566539815948,Kepler-90i,planet,10.698211995953203,14.791453600152678,0.0215218316005137,0.4131213518615274,21.128611994123688,SIM-PL-0086,,,,6,14.795663052543787,0.16,10.68,4.060012397690165e-06,0.00041129938394957044,0.14512973002993387,0.002834011913787323,0.015324897116538913
10.458385947056817,2.458385947056815e-05,TRAPPIST-1b,planet,1.512330976852688,1.5232789640678848,0.0777738572422875,0.1227756458620026,46.03758880946735,SIM-PL-0087,,,,5,19.804837364470394,0.02,9.118,0.00010821223709515284,0.006579125689486265,0.4474673913296483,0.014703028236172491,0.02877168447855495
11.038406162640982,3.0384061626409812e-05,TRAPPIST-1e,planet,3.8223488982497855,5.98424176172678,0.0724353297452936,0.3673541651808832,114.62139601649032,SIM-PL-0088,,,,15,5.980817347789825,0.02,3.8499999999999996,5.200886030690151e-05,0.00272577276872088,0.26768657552093117,0.010182702525953694,0.22667222369548712
